,,Different Marketer & Operator Carrier Code,Flight Number,Flight Year,Flight Month,Flight Day,Flight Weekday,Proportion of freight to the payload,Proportion of mail to the payload,Proportion of filled seats,Average payload (lbs),Average number of available seats,Distance interval (x500mi),Distance (miles),Scheduled Elapsed Time,Flights Count_origin,Average Flights Per Day_origin,Busyness Score_origin,Scheduled hour of departure,Precipitation (mm)_origin,Snowfall (mm)_origin,Maximum Temperature (*C)_origin,Avg Pressure for the day (hPa)_origin,Avg Wind Speed (m/s)_origin,Avg Humidity (%)_origin,Fog_origin,Thunder_origin,Smoke_or_Haze_origin,Flights Count_destination,Average Flights Per Day_destination,Busyness Score_destination,Scheduled hour of arrival,Precipitation (mm)_destination,Snowfall (mm)_destination,Maximum Temperature (*C)_destination,Avg Pressure for the day (hPa)_destination,Avg Wind Speed (m/s)_destination,Avg Humidity (%)_destination,Fog_destination,Thunder_destination,Smoke_or_Haze_destination,Departure Delay (minutes),Arrival Delay (minutes),Carrier Delay (minutes),Weather Delay (minutes),National Air System Delay (minutes),Security Delay (minutes),Late Aircraft Delay (minutes),cancelled,cancellation_code,diverted,Operator - Unique Carrier Code2_9E,Operator - Unique Carrier Code2_9K,Operator - Unique Carrier Code2_AA,Operator - Unique Carrier Code2_AS,Operator - Unique Carrier Code2_AX,Operator - Unique Carrier Code2_B6,Operator - Unique Carrier Code2_C5,Operator - Unique Carrier Code2_CP,Operator - Unique Carrier Code2_DL,Operator - Unique Carrier Code2_EM,Operator - Unique Carrier Code2_EV,Operator - Unique Carrier Code2_F9,Operator - Unique Carrier Code2_G4,Operator - Unique Carrier Code2_G7,Operator - Unique Carrier Code2_HA,Operator - Unique Carrier Code2_KS,Operator - Unique Carrier Code2_MQ,Operator - Unique Carrier Code2_NK,Operator - Unique Carrier Code2_OH,Operator - Unique Carrier Code2_OO,Operator - Unique Carrier Code2_PT,Operator - Unique Carrier Code2_QX,Operator - Unique Carrier Code2_UA,Operator - Unique Carrier Code2_VX,Operator - Unique Carrier Code2_WN,Operator - Unique Carrier Code2_YV,Operator - Unique Carrier Code2_YX,Operator - Unique Carrier Code2_ZW,Aircraft group2_4.0,Aircraft group2_6.0,Aircraft group2_UNK,Aircraft type2_432.0,Aircraft type2_441.0,Aircraft type2_482.0,Aircraft type2_530.0,Aircraft type2_608.0,Aircraft type2_612.0,Aircraft type2_614.0,Aircraft type2_622.0,Aircraft type2_623.0,Aircraft type2_624.0,Aircraft type2_626.0,Aircraft type2_627.0,Aircraft type2_629.0,Aircraft type2_631.0,Aircraft type2_634.0,Aircraft type2_638.0,Aircraft type2_655.0,Aircraft type2_656.0,Aircraft type2_673.0,Aircraft type2_675.0,Aircraft type2_676.0,Aircraft type2_677.0,Aircraft type2_678.0,Aircraft type2_687.0,Aircraft type2_694.0,Aircraft type2_696.0,Aircraft type2_698.0,Aircraft type2_699.0,Aircraft type2_721.0,Aircraft type2_722.0,Aircraft type2_723.0,Aircraft type2_887.0,Aircraft type2_888.0,Aircraft type2_UNK,Aircraft configuration2_1.0,Aircraft configuration2_2.0,Aircraft configuration2_UNK,Service class2_F,Service class2_G,Service class2_L,Service class2_UNK,Airport Type_origin2_large_airport,Airport Type_origin2_medium_airport,Airport Type_origin2_small_airport,Airport Type_destination2_large_airport,Airport Type_destination2_medium_airport,Airport Type_destination2_small_airport
112,Aircraft type2_887.0,-0.002802703,-0.005175772,-0.003692904,0.005783331,0.004893473,0.001009183,0.005846002,,0.001712548,0.01437036,0.008587139,0.021125769,0.021382121,0.018227194,-0.002629507,-0.002783617,0.001732527,-0.003122206,0.006303926,-0.000355858,0.002693332,0.002388251,0.000446018,0.000550374,-0.002458499,,,0.00712913,0.007829313,-0.001442624,-0.000284414,-0.001346415,0.002383373,-0.00626686,0.001354102,-0.002051356,0.003084894,0.004147444,,,-0.001605695,-0.004028825,-0.000759338,-0.000236391,-0.000863203,-6.03E-05,-0.000850032,,,,-0.000658566,-4.52E-05,0.009980095,-0.000672788,-0.000352323,-0.000703466,-0.000281916,-0.000401358,-0.001375872,-0.000126762,-0.00051975,-0.000452679,-0.000413846,-0.000369606,-0.000386968,-4.80E-05,-0.000726532,-0.000572291,-0.000685368,-0.001217018,-0.000425558,-0.000455398,-0.001074649,-0.000120656,-0.001675037,-0.000604495,-0.000750921,-0.000409205,-0.000382254,0.0005463,-0.000386029,-4.80E-05,-0.000126411,-0.000357036,-2.98E-05,-0.00061905,-0.00155646,-0.001182396,-0.000508357,-0.000186681,-0.00011805,-0.000134255,-0.000181353,-0.001050442,-0.00078108,-7.88E-05,-0.000905629,-0.000617,-0.000246836,-0.001175195,-0.000879743,-0.000401358,-0.000409205,-0.000468476,-3.40E-05,-0.00099887,-0.000135245,-0.000877258,-0.000991723,-0.000127461,-0.000374714,-0.000174595,1,-0.000965907,-0.000386029,0.000399884,-0.000103194,-0.000386029,0.000403502,-0.000103194,-5.33E-05,-0.000386029,0.001806563,-0.001791332,-0.000179873,0.001798875,-0.0017834,-0.000182821
113,Aircraft type2_888.0,-0.203285385,-0.218311175,-0.000375085,-0.000596768,-0.000795811,0.003475926,0.012574959,0.214842996,0.163562864,0.21688885,0.256767777,0.216869012,0.227153777,0.223977345,0.087985703,0.089684572,-0.010775552,-0.00124411,-0.01935753,0.004313376,-0.020940151,-0.035272985,0.015081389,-0.018712739,-0.000384765,,,0.099544714,0.100756705,-0.010340172,-0.014748883,-0.01886354,0.007893195,-0.023190682,-0.034250076,0.017955319,-0.017414138,0.001850855,,,-0.017244745,-0.017940215,-0.014214853,-0.001051194,0.010263312,-0.003990159,-0.018792415,,,,-0.047767058,-0.003275779,-0.096783349,0.318810653,-0.025554677,-0.051023693,-0.020447885,-0.029111234,0.120457111,-0.009194298,-0.037698422,-0.032833678,-0.030017028,-0.026808256,-0.028067503,-0.003482906,-0.052696775,-0.041509353,-0.049711008,-0.088272637,-0.03086655,-0.03303087,0.388628753,-0.008751382,-0.121493585,-0.043845189,-0.054465726,-0.029680435,-0.027725595,0.039624159,-0.027999441,-0.003482906,-0.009168834,-0.025896505,-0.002159891,-0.044900832,-0.112892996,-0.085761437,-0.036872117,-0.013540291,-0.008562378,-0.009737762,-0.013153882,-0.076190556,-0.056653182,-0.005715677,-0.065686972,-0.044752172,-0.01790345,-0.085239104,-0.063809451,-0.029111234,-0.029680435,-0.033979457,-0.00246268,-0.072449909,-0.00980955,-0.063629183,-0.071931514,-0.009245018,-0.027178751,-0.012663711,-0.000965907,1,-0.027999441,0.029004355,-0.007484825,-0.027999441,0.02902035,-0.007484825,-0.002019712,-0.027999441,0.114446841,-0.113256326,-0.013046531,0.114321279,-0.113113257,-0.013260371
114,Aircraft type2_UNK,0.086876797,0.05794865,-0.107048856,-0.055757856,-0.000951494,-0.002244577,-0.005310921,-0.027023564,-0.062520935,-0.082325705,-0.087108354,,-0.018525288,-0.015351649,-0.02063831,-0.020009856,0.002559714,-0.001984829,0.001519125,0.005197951,-0.009297925,0.021155103,-0.002194813,0.008666911,-0.001026849,,,-0.019327211,-0.01768669,0.008792542,0.004597058,-0.001656626,-0.001565706,-0.006260817,0.02323759,0.000687558,0.009114886,0.001068237,,,-0.007205648,-0.004153743,6.61E-05,-0.005384913,0.001749863,-0.001748831,0.004787705,,,,-0.003795039,0.11699445,-0.034338435,-0.007365723,0.130849993,-0.020391863,0.018349773,0.010622381,-0.038919332,-0.001840021,0.171872971,0.016053393,-0.001195696,0.010236535,-0.011217312,-0.00139196,0.001207981,-0.007025138,-0.00127223,0.000986519,-0.000718381,0.030827003,-0.028098214,0.31255558,-0.040161518,-0.00489005,-0.014996922,0.008254132,-0.011080667,-0.706625501,1,-0.00139196,-0.003664368,-0.010349662,-0.000863211,-0.017944833,-0.045118226,-0.034274969,-0.014736118,-0.005411442,-0.003421995,-0.003891743,-0.005257012,-0.03044992,-0.022641716,-0.002284298,-0.026252113,-0.01788542,-0.007155199,-0.034066216,-0.025501753,-0.011634444,-0.011861928,-0.013580053,-0.000984222,-0.028954953,-0.003920434,-0.025429708,-0.028747774,-0.003694816,-0.010862118,-0.005061113,-0.000386029,-0.027999441,1,-0.965352987,-0.002991346,1,-0.956697249,-0.002991346,-0.001544272,1,-0.03407401,0.03206611,0.018085554,-0.031632316,0.029620652,0.017626192
115,Aircraft configuration2_1.0,-0.078267259,-0.045642711,0.103388258,0.05382783,0.001548574,0.001972246,-0.017128911,-0.09882388,0.082244352,0.0762743,0.080264809,0.009600135,0.022314189,0.020989649,0.028355937,0.027855843,-0.007158874,0.001506728,-0.001363181,-0.009537874,0.018191317,-0.02471621,0.002599342,-0.013712357,0.003980415,,,0.027142117,0.025661124,-0.00954374,-0.004957159,0.003256957,-0.002062529,0.015403247,-0.026612357,-5.61E-05,-0.012054468,0.001856865,,,0.010688316,0.004968502,0.000487914,0.00568055,-0.000918513,0.000804636,-0.003920746,,,,0.004998197,-0.112940941,0.035873709,-0.032908567,-0.125706141,0.021123738,-0.017158272,-0.009451056,0.040383417,0.002034031,-0.165001265,-0.014594362,0.001992037,-0.009142481,0.011619907,0.001441918,0.000302047,0.007944449,0.002615022,0.001507816,0.001554572,-0.028862146,0.029319669,-0.301726463,0.042188473,0.005946788,0.016007463,-0.007147142,0.011478358,0.681589952,-0.965352987,0.001441918,0.003795884,0.010721117,0.000894192,0.018588882,0.032423766,0.027955555,0.015265005,0.005605662,0.003544812,0.00403142,0.005445689,0.031542784,0.023454338,0.002366282,0.027194315,0.018527337,0.007412003,0.03528887,0.026417024,0.01205201,0.012287659,0.014067448,0.001019546,0.029994161,0.00406114,0.026342393,0.029779547,0.003827424,0.011251965,0.005242759,0.000399884,0.029004355,-0.965352987,1,-0.258058651,-0.965352987,0.991033603,-0.258058651,0.001599696,-0.965352987,0.043186116,-0.041348972,-0.017109341,0.038087733,-0.036234649,-0.016659574
116,Aircraft configuration2_2.0,-0.021718181,-0.039637775,0.00013503,0.000159827,-0.002411598,0.000752312,0.042900578,0.173670344,-0.08369759,0.012505631,0.014920543,-0.009600135,-0.016923966,-0.023598149,-0.032253749,-0.032664082,0.017956972,0.00157457,-0.000402877,0.018355279,-0.035233543,0.015609579,-0.001804058,0.019136042,-0.01149253,,,-0.032456378,-0.032854809,0.004019833,0.001976586,-0.006284815,0.013711621,-0.035810942,0.015309966,-0.002283106,0.011793056,-0.010959353,,,-0.014281344,-0.003661375,-0.002114418,-0.001831795,-0.002958775,0.003391347,-0.002700977,,,,-0.005103238,-0.000349971,-0.010339938,0.15338203,-0.002730157,-0.005451163,-0.002184569,-0.003110126,-0.010661649,-0.000982281,-0.004027546,-0.003507816,-0.003206897,-0.002864085,-0.002998618,-0.000372099,-0.005629908,-0.00443469,-0.005310921,-0.009430689,-0.003297656,-0.003528883,-0.008327467,-0.000934962,-0.012979879,-0.004684241,-0.005818896,-0.003170937,-0.002962089,0.004233284,-0.002991346,-0.000372099,-0.000979561,-0.002766677,-0.000230754,-0.004797022,0.042791811,0.019768802,-0.003939267,-0.001446589,-0.00091477,-0.001040343,-0.001405307,-0.008139888,-0.006052595,-0.00061064,-0.007017728,-0.00478114,-0.001912732,-0.009106598,-0.006817142,-0.003110126,-0.003170937,-0.003630227,-0.000263103,-0.007740253,-0.001048012,-0.006797882,-0.00768487,-0.0009877,-0.002903667,-0.001352939,-0.000103194,-0.007484825,-0.002991346,-0.258058651,1,-0.002991346,-0.255744795,1,-0.000412816,-0.002991346,-0.039341337,0.039735117,-0.001393838,-0.028843567,0.029190194,-0.001416684
117,Aircraft configuration2_UNK,0.086876797,0.05794865,-0.107048856,-0.055757856,-0.000951494,-0.002244577,-0.005310921,-0.027023564,-0.062520935,-0.082325705,-0.087108354,,-0.018525288,-0.015351649,-0.02063831,-0.020009856,0.002559714,-0.001984829,0.001519125,0.005197951,-0.009297925,0.021155103,-0.002194813,0.008666911,-0.001026849,,,-0.019327211,-0.01768669,0.008792542,0.004597058,-0.001656626,-0.001565706,-0.006260817,0.02323759,0.000687558,0.009114886,0.001068237,,,-0.007205648,-0.004153743,6.61E-05,-0.005384913,0.001749863,-0.001748831,0.004787705,,,,-0.003795039,0.11699445,-0.034338435,-0.007365723,0.130849993,-0.020391863,0.018349773,0.010622381,-0.038919332,-0.001840021,0.171872971,0.016053393,-0.001195696,0.010236535,-0.011217312,-0.00139196,0.001207981,-0.007025138,-0.00127223,0.000986519,-0.000718381,0.030827003,-0.028098214,0.31255558,-0.040161518,-0.00489005,-0.014996922,0.008254132,-0.011080667,-0.706625501,1,-0.00139196,-0.003664368,-0.010349662,-0.000863211,-0.017944833,-0.045118226,-0.034274969,-0.014736118,-0.005411442,-0.003421995,-0.003891743,-0.005257012,-0.03044992,-0.022641716,-0.002284298,-0.026252113,-0.01788542,-0.007155199,-0.034066216,-0.025501753,-0.011634444,-0.011861928,-0.013580053,-0.000984222,-0.028954953,-0.003920434,-0.025429708,-0.028747774,-0.003694816,-0.010862118,-0.005061113,-0.000386029,-0.027999441,1,-0.965352987,-0.002991346,1,-0.956697249,-0.002991346,-0.001544272,1,-0.03407401,0.03206611,0.018085554,-0.031632316,0.029620652,0.017626192
118,Service class2_F,-0.07772449,-0.045088112,0.104335296,0.05400827,0.001392056,0.002116382,-0.016923345,-0.097897658,0.082686808,0.075857434,0.080191304,0.007759442,0.021887891,0.020569321,0.028782678,0.028264606,-0.007011878,0.001455953,-0.00123627,-0.009168862,0.017446942,-0.02502792,0.002855008,-0.013905033,0.003828552,,,0.027320116,0.025857514,-0.009249828,-0.005623165,0.002958911,-0.001763795,0.014604318,-0.027157501,0.000439277,-0.012598528,0.00127362,,,0.010784377,0.00518697,0.000881388,0.005757182,-0.001289457,0.00082984,-0.00362415,,,,0.005306457,-0.111928268,0.035516984,-0.03260278,-0.132701557,0.021314855,-0.016857406,-0.009153806,0.038734194,0.002083983,-0.163279257,-0.015222547,0.001651403,-0.008864903,0.011725039,0.001454964,0.000687738,0.008180806,0.002958466,0.002145122,0.001768428,-0.028366112,0.02963745,-0.299021064,0.042714528,0.006217844,0.016268726,-0.006865863,0.011582208,0.675332229,-0.956697249,0.001454964,0.003830228,0.010818117,0.000902282,0.018757065,0.032971909,0.028342867,0.010942584,0.005656379,0.003576884,0.004067894,0.005494959,0.031828168,0.023666542,0.002387691,0.027440356,0.018694963,0.007479063,0.035608147,0.023178031,0.012161051,0.012398832,0.014194723,0.00102877,0.029547412,-0.002489979,0.026580726,0.030048978,0.003862053,0.010753889,0.005290193,0.000403502,0.02902035,-0.956697249,0.991033603,-0.255744795,-0.956697249,1,-0.255744795,-0.132027339,-0.956697249,0.041995808,-0.040183678,-0.016863446,0.036792856,-0.034964262,-0.01641604
119,Service class2_G,-0.021718181,-0.039637775,0.00013503,0.000159827,-0.002411598,0.000752312,0.042900578,0.173670344,-0.08369759,0.012505631,0.014920543,-0.009600135,-0.016923966,-0.023598149,-0.032253749,-0.032664082,0.017956972,0.00157457,-0.000402877,0.018355279,-0.035233543,0.015609579,-0.001804058,0.019136042,-0.01149253,,,-0.032456378,-0.032854809,0.004019833,0.001976586,-0.006284815,0.013711621,-0.035810942,0.015309966,-0.002283106,0.011793056,-0.010959353,,,-0.014281344,-0.003661375,-0.002114418,-0.001831795,-0.002958775,0.003391347,-0.002700977,,,,-0.005103238,-0.000349971,-0.010339938,0.15338203,-0.002730157,-0.005451163,-0.002184569,-0.003110126,-0.010661649,-0.000982281,-0.004027546,-0.003507816,-0.003206897,-0.002864085,-0.002998618,-0.000372099,-0.005629908,-0.00443469,-0.005310921,-0.009430689,-0.003297656,-0.003528883,-0.008327467,-0.000934962,-0.012979879,-0.004684241,-0.005818896,-0.003170937,-0.002962089,0.004233284,-0.002991346,-0.000372099,-0.000979561,-0.002766677,-0.000230754,-0.004797022,0.042791811,0.019768802,-0.003939267,-0.001446589,-0.00091477,-0.001040343,-0.001405307,-0.008139888,-0.006052595,-0.00061064,-0.007017728,-0.00478114,-0.001912732,-0.009106598,-0.006817142,-0.003110126,-0.003170937,-0.003630227,-0.000263103,-0.007740253,-0.001048012,-0.006797882,-0.00768487,-0.0009877,-0.002903667,-0.001352939,-0.000103194,-0.007484825,-0.002991346,-0.258058651,1,-0.002991346,-0.255744795,1,-0.000412816,-0.002991346,-0.039341337,0.039735117,-0.001393838,-0.028843567,0.029190194,-0.001416684
120,Service class2_L,0.001064845,-0.001160848,-0.013860624,-0.004876592,0.001069987,-0.001207952,0.00034122,0.001304033,-0.008699092,-0.00187659,-0.004707813,0.001680594,0.001728796,0.001770886,-0.005051383,-0.004884067,-0.000631206,0.000281313,-0.000850765,-0.002013264,0.004390257,0.003947195,-0.002135392,0.002337014,0.000863428,,,-0.003110214,-0.003150837,-0.001574538,0.00530932,0.001991612,-0.002023307,0.004847394,0.005690474,-0.003655801,0.004670023,0.004200212,,,-0.001419112,-0.001960559,-0.002976841,-0.000945658,0.002836428,-0.000241344,-0.001962978,,,,-0.002634528,-0.000180671,0.000319834,-0.000132847,0.060590485,-0.002814144,-0.001127776,-0.001605591,0.00969786,-0.000507099,-0.002079206,0.005657563,0.002418918,-0.001478574,-0.001548026,-0.000192095,-0.00290642,-0.002289393,-0.002741744,-0.004868559,-0.001702403,-0.001821773,-0.004299025,-0.000482671,-0.006700816,-0.002418223,-0.003003984,-0.001636985,-0.001529168,0.002185418,-0.001544272,-0.000192095,-0.000505695,-0.001428287,-0.000119126,-0.002476445,-0.006226462,-0.004730057,0.03135032,-0.000746797,-0.000472247,-0.000537073,-0.000725485,-0.004202188,-0.003124631,-0.000315241,-0.003622877,-0.002468246,-0.000987441,-0.004701249,0.022511078,-0.001605591,-0.001636985,-0.001874092,-0.000135826,0.00137876,0.048764507,-0.003509383,-0.003967287,-0.000509897,0.002990661,-0.00069845,-5.33E-05,-0.002019712,-0.001544272,0.001599696,-0.000412816,-0.001544272,-0.132027339,-0.000412816,1,-0.001544272,0.006079609,-0.006012745,-0.000719564,0.007196219,-0.007134313,-0.000731358
121,Service class2_UNK,0.086876797,0.05794865,-0.107048856,-0.055757856,-0.000951494,-0.002244577,-0.005310921,-0.027023564,-0.062520935,-0.082325705,-0.087108354,,-0.018525288,-0.015351649,-0.02063831,-0.020009856,0.002559714,-0.001984829,0.001519125,0.005197951,-0.009297925,0.021155103,-0.002194813,0.008666911,-0.001026849,,,-0.019327211,-0.01768669,0.008792542,0.004597058,-0.001656626,-0.001565706,-0.006260817,0.02323759,0.000687558,0.009114886,0.001068237,,,-0.007205648,-0.004153743,6.61E-05,-0.005384913,0.001749863,-0.001748831,0.004787705,,,,-0.003795039,0.11699445,-0.034338435,-0.007365723,0.130849993,-0.020391863,0.018349773,0.010622381,-0.038919332,-0.001840021,0.171872971,0.016053393,-0.001195696,0.010236535,-0.011217312,-0.00139196,0.001207981,-0.007025138,-0.00127223,0.000986519,-0.000718381,0.030827003,-0.028098214,0.31255558,-0.040161518,-0.00489005,-0.014996922,0.008254132,-0.011080667,-0.706625501,1,-0.00139196,-0.003664368,-0.010349662,-0.000863211,-0.017944833,-0.045118226,-0.034274969,-0.014736118,-0.005411442,-0.003421995,-0.003891743,-0.005257012,-0.03044992,-0.022641716,-0.002284298,-0.026252113,-0.01788542,-0.007155199,-0.034066216,-0.025501753,-0.011634444,-0.011861928,-0.013580053,-0.000984222,-0.028954953,-0.003920434,-0.025429708,-0.028747774,-0.003694816,-0.010862118,-0.005061113,-0.000386029,-0.027999441,1,-0.965352987,-0.002991346,1,-0.956697249,-0.002991346,-0.001544272,1,-0.03407401,0.03206611,0.018085554,-0.031632316,0.029620652,0.017626192
122,Airport Type_origin2_large_airport,-0.232818923,-0.164472477,-0.005199242,-0.001586479,-0.001191725,-0.006548821,0.017869533,0.084431221,0.153949912,0.226711239,0.259171112,0.182174359,0.195629771,0.19869452,0.533075665,0.538976235,-0.074031577,-0.002434826,0.002699552,-0.013542461,0.01386434,0.093148167,0.044910803,-0.079906867,-0.039502109,,,-0.264725499,-0.267241535,0.006660615,0.001271551,-0.001395724,0.005939331,-0.007511851,0.072232859,-0.012747509,0.028597654,0.033026438,,,0.060144299,0.024799688,0.032761191,0.008391256,0.010063415,-0.002613287,-0.001354459,,,,-0.029471913,-0.010113049,0.132210515,0.033978237,-0.049367252,0.044344643,-0.011038229,0.018541687,0.087065715,-0.024796244,-0.054612852,0.027414963,-0.105538263,-0.006485241,-0.074145457,-0.004941595,-0.086390678,0.050721437,-0.074382856,-0.141960551,-0.064535452,-0.069733884,0.099189878,0.005212973,0.021665565,-0.049907769,0.040708292,-0.052306633,-0.066937926,0.071712103,-0.03407401,-0.004941595,-0.024476204,-0.062157271,-0.002117259,-0.047335518,0.009701461,0.077992349,0.053154597,0.025324791,0.016014459,0.017301209,0.014467937,-0.166372337,-0.071515066,0.010690194,-0.059239865,-0.009006605,0.004137491,-0.007992148,-0.104173954,-0.047568284,0.017405098,0.042469953,0.00460602,0.03205849,0.005225282,0.038393818,0.121036463,-0.007190411,0.021662462,0.023685299,0.001806563,0.114446841,-0.03407401,0.043186116,-0.039341337,-0.03407401,0.041995808,-0.039341337,0.006079609,-0.03407401,1,-0.991568811,-0.099566411,-0.151218259,0.149476146,0.018099143
123,Airport Type_origin2_medium_airport,0.226510123,0.158883221,0.004767509,0.002609993,0.001015108,0.006302574,-0.017725999,-0.083432727,-0.146140439,-0.221248023,-0.252851391,-0.179505044,-0.192422291,-0.195755574,-0.527817237,-0.533651647,0.066849709,0.002509023,-0.001097832,0.012810357,-0.009421653,-0.085542787,-0.044062853,0.080860706,0.042621398,,,0.259585178,0.261984096,-0.00620385,-0.002127513,0.002246162,-0.007387394,0.009163048,-0.065275511,0.01139263,-0.027442084,-0.032679839,,,-0.058761344,-0.024043916,-0.032469739,-0.008629976,-0.009940983,0.002531378,0.00154725,,,,0.029779946,0.01024866,-0.130797348,-0.032912553,0.042001778,-0.043547643,0.011615447,-0.017897008,-0.085691127,0.025158317,0.055130656,-0.026859249,0.105795064,0.003003208,0.075242745,0.00505574,0.087035098,-0.049927733,0.076031939,0.136358607,0.064922725,0.070523663,-0.097968323,-0.005017305,-0.018687011,0.047418117,-0.041920683,0.047860042,0.067989256,-0.071021479,0.03206611,0.00505574,0.024835974,0.063137358,0.002183147,0.047293249,-0.006879839,-0.076386156,-0.052491433,-0.025111273,-0.015879438,-0.01714294,-0.014208122,0.158595694,0.069871567,-0.010600063,0.057904818,0.010191573,-0.003703452,0.009221044,0.101902784,0.048554728,-0.018868068,-0.042091701,-0.004567185,-0.030777862,-0.005002759,-0.037714379,-0.119832382,0.007462758,-0.021248734,-0.023485604,-0.001791332,-0.113256326,0.03206611,-0.041348972,0.039735117,0.03206611,-0.040183678,0.039735117,-0.006012745,0.03206611,-0.991568811,1,-0.024195567,0.149147852,-0.147427759,-0.017855391
124,Airport Type_origin2_small_airport,0.05408707,0.046598017,0.003205642,-0.00682282,0.002231743,0.002123618,-0.002789222,-0.01357577,-0.063393078,-0.046774303,-0.054508809,-0.029155485,-0.032199036,-0.030704322,-0.058592585,-0.059295127,0.054218689,-0.002629014,-0.013090936,0.006986086,-0.03703598,-0.106870484,-0.012670488,-0.011279623,-0.02294775,,,0.048995081,0.049893226,-0.003285652,0.004118497,-0.006278052,0.006855345,-0.009749588,-0.047671194,0.008183066,-0.009922846,-0.005526708,,,-0.013319279,-0.007408743,-0.003595308,-0.001552468,-0.000803482,0.000848196,-0.001525359,,,,-0.000372584,-0.000610022,-0.015084244,-0.009087363,0.03912599,-0.007316037,-0.003807844,-0.005421149,-0.01284095,-0.00171218,-0.001199998,-0.005005925,0.002876086,0.028775108,-0.005226783,-0.000648593,-0.000620768,-0.00772995,-0.009257278,0.04357117,0.00013691,-0.002845046,-0.012516478,-0.001629699,-0.022624765,0.022911402,0.009063386,0.038493126,-0.005163113,-0.009267944,0.018085554,-0.000648593,-0.001707438,-0.004822496,-0.000402219,0.003135588,-0.021023147,-0.014585246,-0.006866395,-0.002521499,-0.001594502,-0.001813384,-0.002449541,0.060694378,0.017238911,-0.001064384,0.014413411,-0.008333834,-0.003334014,-0.007983732,0.014268698,-0.005421149,0.011591848,-0.004183316,-0.000458605,-0.010301072,-0.001826753,-0.005890652,-0.013395222,-0.001721625,-0.003728619,-0.00235826,-0.000179873,-0.013046531,0.018085554,-0.017109341,-0.001393838,0.018085554,-0.016863446,-0.001393838,-0.000719564,0.018085554,-0.099566411,-0.024195567,1,0.020541453,-0.020312531,-0.002469371
125,Airport Type_destination2_large_airport,-0.231474851,-0.169986541,-0.012271641,-0.005637223,0.00348505,-0.002304335,-0.022967903,0.089032867,0.176378227,0.227995657,0.25902979,0.179793525,0.194332366,0.21451485,-0.264327207,-0.265634569,-0.000360512,-0.017901141,-0.003888845,0.002753621,-0.013130636,0.071373082,-0.009662978,0.029808158,0.03242591,,,0.532059404,0.537951265,-0.082844223,-0.022593119,0.006754232,-0.008316379,0.008700551,0.098391181,0.048819779,-0.076258647,-0.035730479,,,-0.003810286,-0.022123917,-0.027015194,-0.011720052,0.030098758,-0.002607404,-0.010062448,,,,-0.030160447,-0.010181267,0.130844985,0.036360212,-0.050875937,0.042631604,-0.009142579,0.016671768,0.088810344,-0.028849809,-0.045976503,0.024454198,-0.107246428,-0.00550581,-0.079661004,-0.01520838,-0.08448451,0.050979348,-0.08224664,-0.145026419,-0.062179774,-0.053531852,0.101980129,0.010197972,0.019766492,-0.046745984,0.042157185,-0.062525773,-0.059688787,0.064837877,-0.031632316,-0.01520838,-0.028539338,-0.051562467,-0.010381018,-0.03764786,0.004092787,0.0788136,0.05626026,0.025217014,0.015946304,0.016764348,0.016030344,-0.171127828,-0.065781663,0.010644698,-0.066555496,-0.015731869,-0.001567004,-0.002257515,-0.100250814,-0.052390803,0.014947408,0.044138879,0.004586417,0.031740837,0.007835049,0.038638568,0.122485531,-0.010696474,0.019718087,0.023584499,0.001798875,0.114321279,-0.031632316,0.038087733,-0.028843567,-0.031632316,0.036792856,-0.028843567,0.007196219,-0.031632316,-0.151218259,0.149147852,0.020541453,1,-0.991397509,-0.101630882
126,Airport Type_destination2_medium_airport,0.225316268,0.164464105,0.011911773,0.006162681,-0.003557183,0.001720806,0.02323298,-0.087776283,-0.168244924,-0.223030365,-0.252951797,-0.1768665,-0.190908448,-0.211229843,0.259321703,0.260619495,0.000154775,0.01895371,0.004860583,-0.003274192,0.013490063,-0.063820657,0.00888899,-0.028233298,-0.032029377,,,-0.526701255,-0.532524868,0.071687476,0.023038848,-0.005459916,0.007614713,-0.00474932,-0.091676653,-0.047892634,0.077359265,0.038736428,,,0.003678125,0.021518194,0.026309457,0.010880476,-0.03024036,0.002734511,0.009625391,,,,0.029818628,0.010320028,-0.12918963,-0.035289498,0.041572887,-0.041899762,0.009720421,-0.016006426,-0.087361991,0.029240728,0.046107944,-0.024424522,0.106179912,0.004208757,0.080809804,0.015379143,0.085150716,-0.050174819,0.08396949,0.140206734,0.062574877,0.054258611,-0.100689368,-0.01002544,-0.016725776,0.04425533,-0.043449913,0.057833785,0.060722899,-0.064132381,0.029620652,0.015379143,0.028927952,0.052506162,0.010491948,0.037679142,-0.001191683,-0.077126008,-0.055603773,-0.025000084,-0.015809126,-0.016601074,-0.015774737,0.163975006,0.065040409,-0.010553127,0.064998741,0.016973865,0.002038827,0.00337721,0.097174191,0.053422116,-0.016544406,-0.043893985,-0.004546963,-0.030696152,-0.007622599,-0.038012931,-0.121272295,0.010992508,-0.019949468,-0.023381614,-0.0017834,-0.113113257,0.029620652,-0.036234649,0.029190194,0.029620652,-0.034964262,0.029190194,-0.007134313,0.029620652,0.149476146,-0.147427759,-0.020312531,-0.991397509,1,-0.024483256
